1574519279000,41,44,37,43,44
1574519280000,41,43,42,46,39
1574519281000,41,41,39,46,46
1574519283000,42,43,42,44,42
1574519284000,43,41,38,49,39
1574519286000,42,41,44,42,40
1574519287000,43,42,40,39,38
1574519288000,45,44,41,42,39
1574519290000,45,40,44,47,41
1574519291000,39,44,41,42,45
1574519293000,46,48,44,44,42
1574519294000,40,45,45,39,40
1574519296000,42,46,41,43,41
1574519297000,40,40,43,40,41
1574519298000,46,40,42,43,42
1574519300000,43,44,40,44,45
1574519301000,44,44,46,41,42
1574519303000,42,41,43,43,43
1574519304000,41,45,42,38,36
1574519305000,41,41,41,39,44
1574519307000,37,40,41,39,43
1574519308000,41,36,39,46,39
1574519310000,41,37,43,43,40
1574519311000,45,43,41,42,42
1574519312000,41,44,41,40,44
1574519314000,44,39,39,41,44
1574519315000,40,42,42,39,34
1574519317000,38,49,43,39,38
1574519318000,47,41,45,45,48
1574519320000,44,41,44,42,41
1574519321000,39,42,42,42,42
1574519322000,44,38,45,46,40
1574519324000,38,43,40,41,38
1574519325000,38,49,42,41,39
1574519327000,40,43,40,40,39
1574519328000,43,42,42,43,41
1574519329000,41,43,45,46,45
1574519331000,50,41,43,47,46
1574519332000,40,45,41,43,43
1574519334000,45,36,41,40,45
1574519335000,38,40,43,42,41
1574519336000,43,41,39,42,44
1574519338000,42,42,39,38,40
1574519339000,42,42,43,43,45
1574519341000,47,42,39,45,45
1574519342000,40,43,36,46,41
1574519344000,39,40,42,40,42
1574519345000,45,40,42,39,43
1574519346000,47,43,44,44,45
1574519348000,43,39,43,41,43
1574519349000,40,41,37,43,42
1574519351000,42,41,39,38,40
1574519352000,40,36,43,41,42
1574519353000,42,49,42,43,47
1574519355000,44,45,43,41,40
1574519356000,42,38,45,44,37
1574519358000,44,44,48,45,42
1574519359000,40,48,43,45,40
1574519360000,43,41,40,41,43
1574519362000,38,41,42,43,40
1574519363000,44,43,41,41,40
1574519365000,43,43,45,38,39
1574519366000,44,44,43,37,38
1574519368000,40,45,42,44,45
1574519369000,42,43,40,46,44
1574519370000,42,40,41,42,39
1574519372000,44,40,36,44,43
1574519373000,44,37,44,44,40
1574519375000,43,45,44,36,39
1574519376000,43,43,49,41,43
1574519377000,44,47,40,43,42
1574519379000,47,42,39,44,42
1574519380000,41,43,38,43,45
1574519382000,41,41,40,40,46
1574519383000,40,45,42,43,44
1574519384000,41,42,36,41,37
1574519386000,42,46,42,41,43
1574519387000,42,45,40,45,39
1574519389000,41,40,42,41,39
1574519390000,44,46,37,37,39
1574519391000,40,44,45,39,43
1574519393000,48,39,45,41,38
1574519394000,43,43,34,40,42
1574519396000,50,41,42,38,47
1574519397000,46,40,46,43,40
1574519399000,42,41,42,48,43
1574519400000,43,39,39,44,41
1574519401000,43,43,39,43,46
1574519403000,36,40,40,44,42
1574519404000,41,44,44,41,42
1574519406000,44,44,41,40,44
1574519407000,39,37,40,40,41
1574519408000,40,37,44,43,43
1574519410000,45,40,45,42,42
1574519411000,39,35,41,41,47
1574519413000,43,41,41,39,43
1574519414000,40,38,47,42,41
1574519415000,41,40,44,43,46
1574519417000,45,43,47,43,38
1574519418000,44,41,36,45,44
1574519420000,42,44,43,44,46
1574519421000,44,38,38,44,44
1574519423000,39,44,44,45,38
1574519424000,38,40,39,42,37
1574519425000,42,44,41,45,44
1574519427000,45,45,40,36,43
1574519428000,43,44,43,43,46
1574519430000,40,42,46,45,40
1574519431000,46,41,40,40,41
1574519432000,42,45,38,36,44
1574519434000,47,47,42,42,44
1574519435000,40,40,42,40,41
1574519437000,41,41,37,43,45
1574519438000,40,41,45,36,42
1574519439000,50,41,41,41,44
1574519441000,37,46,41,42,41
1574519442000,42,42,40,38,40
1574519444000,45,40,43,43,41
1574519445000,44,42,41,40,43
1574519447000,38,37,42,42,39
1574519448000,42,44,46,43,39
1574519449000,40,43,41,45,38
1574519451000,37,43,43,44,39
1574519452000,41,43,42,48,44
1574519454000,43,41,45,42,45
1574519455000,40,40,43,42,47
1574519456000,44,41,44,43,41
1574519458000,43,45,41,44,42
1574519459000,42,41,45,41,41
1574519461000,43,46,40,44,41
1574519462000,43,48,41,44,45
1574519465000,42,38,40,37,44
1574519467000,48,46,46,43,40
1574519468000,42,43,42,39,35
1574519470000,43,46,39,43,43
1574519471000,42,46,41,38,40
1574519473000,45,40,43,40,38
1574519474000,39,45,41,43,41
1574519475000,44,47,39,39,43
1574519477000,42,45,37,40,45
1574519478000,41,41,45,40,42
1574519480000,43,42,39,47,45
1574519481000,43,42,40,39,46
1574519482000,41,42,42,45,41
1574519484000,41,43,41,42,40
1574519485000,40,40,39,41,43
1574519487000,41,43,42,45,43
1574519488000,47,45,41,41,41
1574519489000,43,39,42,44,46
1574519491000,45,40,45,47,36
1574519492000,49,38,42,41,43
1574519494000,41,40,38,42,45
1574519495000,42,43,40,42,44
1574519496000,46,43,45,43,46
1574519498000,44,45,37,43,41
1574519499000,45,43,41,39,39
1574519501000,36,47,46,40,45
1574519502000,42,43,44,42,42
1574519504000,40,41,40,41,43
1574519505000,44,38,39,45,45
1574519506000,44,43,43,39,35
1574519508000,44,41,44,48,45
1574519509000,41,44,39,40,39
1574519511000,41,38,46,44,42
1574519512000,42,44,40,40,43
1574519513000,42,37,42,44,41
1574519515000,39,37,43,43,40
1574519516000,37,39,44,43,41
1574519518000,45,40,37,45,38
1574519519000,40,41,43,44,39
1574519520000,42,39,44,42,40
1574519522000,40,41,42,41,41
1574519523000,47,39,46,42,46
1574519525000,41,43,42,40,41
1574519526000,46,39,42,43,45
1574519528000,42,39,39,37,42
1574519529000,39,43,44,43,41
1574519530000,39,40,40,43,42
1574519532000,41,39,44,43,40
1574519533000,38,40,41,44,44
1574519535000,45,41,42,41,36
1574519536000,39,44,38,43,40
1574519537000,42,42,41,39,44
1574519539000,43,46,43,42,48
1574519540000,44,43,41,43,43
1574519542000,39,45,44,45,39
1574519543000,41,43,41,42,43
1574519544000,41,45,44,36,45
1574519546000,44,44,40,41,41
1574519547000,44,47,42,44,40
1574519549000,41,41,41,44,45
1574519550000,41,41,40,35,40
1574519552000,44,42,39,44,46
1574519553000,41,43,43,43,45
1574519554000,42,45,43,41,43
1574519556000,43,42,40,43,39
1574519557000,42,43,43,36,43
1574519559000,43,38,42,44,43
1574519560000,43,40,43,42,38
1574519561000,41,40,41,43,43
1574519563000,46,40,44,44,42
1574519564000,35,41,43,42,42
1574519566000,41,41,39,42,41
1574519567000,46,44,41,39,37
1574519568000,46,40,43,46,41
1574519570000,39,43,41,42,41
1574519571000,43,41,42,46,48
1574519573000,42,40,40,43,45
1574519574000,40,39,40,38,44
1574519575000,43,41,41,40,41
1574519577000,43,44,41,47,40
1574519578000,40,41,41,37,40
1574519580000,41,38,43,43,46
1574519581000,44,41,44,38,38
1574519583000,41,43,45,39,46
1574519584000,44,38,39,46,37
1574519585000,42,44,45,44,40
1574519587000,43,43,43,40,45
1574519588000,43,43,41,40,44
1574519590000,44,45,42,45,41
1574519591000,41,38,41,44,37
1574519592000,48,43,36,42,38
1574519594000,42,42,44,43,41
1574519595000,40,38,41,37,41
